filename,filepath,title,duration,bpm,beat_strength,energy,energy_variance,brightness,contrast,dynamic_range,onset_rate,workout_score,bpm_norm,energy_norm,brightness_norm,onset_rate_norm,beat_strength_norm,intensity_score,warmup_score,cooldown_score,motivation_score,phase,sustain_score,cumulative_time,start_time
My Sharona.mp3,/home/pwn/Music/Musica xioami/Music/80music/Disco Oldies - Exitos/My Sharona.mp3,My Sharona,244.1926530612245,143.5546875,0.2509598135948181,0.5022693797945976,0.0343194082379341,0.2368214542403869,21.519044803789377,0.1892598867416381,2.8297329642704323,0.0,0.5523809523809524,0.421984114137061,0.5345450650518564,0.3207412599229465,0.3250303191693892,0.40012989274676236,0.9998701072532377,0.5998701072532376,0.3760865841031229,warmup,,244.1926530612245,0.0
Nowhere man.mp3,/home/pwn/Music/Musica xioami/Music/80music/The Beatles - Exitos/Nowhere man.mp3,Nowhere man,164.31020408163266,123.046875,0.3252256512641907,0.4858244955539703,0.0287048332393169,0.2504690158889816,23.03311902121022,0.1647491306066513,3.578596979332273,0.0,0.4244897959183674,0.4028866265677067,0.5810769767861326,0.4412573662208434,0.48729785606054715,0.40042937177529603,0.999570628224704,0.599570628224704,0.4074603064899855,warmup,,408.5028571428571,244.19265306122446
Could You Be Loved - Bob Marley & The Wailers.m4a,/home/pwn/Music/Musica xioami/Music/likedsongs/Could You Be Loved - Bob Marley & The Wailers.m4a,Could You Be Loved   Bob Marley & The Wailers,240.97668934240363,103.359375,0.342018187046051,0.4249280318617821,0.0444764159619808,0.2085271919730949,22.13931419815984,0.240547314286232,5.203822840383504,0.0,0.3017142857142857,0.3321674021960283,0.43807463697772064,0.7028080465701544,0.5239887964039409,0.4006524089204224,0.9993475910795776,0.5993475910795776,0.3572891630923759,warmup,,649.4795464852607,408.50285714285707
La Chica De Los 7 Vestidos - La Concentracion.MP3,/home/pwn/Music/Musica xioami/Music/80music/Cumbias Oldies - Exitos/La Chica De Los 7 Vestidos - La Concentracion.MP3,La Chica De Los 7 Vestidos   La Concentracion,151.92816326530613,103.359375,0.5040013194084167,1.0,0.0847733691334724,0.2054573989786603,21.731473098291207,0.4621238708496094,5.811957316024759,0.0,0.3017142857142857,1.0,0.42760805398380985,0.8006762811704576,0.877914702732139,0.6863640915443463,0.7136359084556537,0.3136359084556537,0.6871221385601287,sustain,0.8068189197538158,801.4077097505668,649.4795464852607
Myron - Lil Uzi Vert.m4a,/home/pwn/Music/Musica xioami/Music/bass english/Myron - Lil Uzi Vert.m4a,Myron   Lil Uzi Vert,225.39609977324264,151.99908088235293,0.3803912997245788,1.0,0.1518223285675048,0.2601699543173617,22.95401309144784,0.5458638072013855,4.534239949263418,0.0,0.6050420168067226,1.0,0.614152717516383,0.5950508019189774,0.6078323329827989,0.696348924530392,0.703651075469608,0.303651075469608,0.6749870633931081,sustain,0.8035318078480217,1026.8038095238094,801.4077097505667
Da Da Da 90s.MP3,/home/pwn/Music/Musica xioami/Music/80music/Disco De Los 90s - Exitos En Ingles/Da Da Da 90s.MP3,Da Da Da 90s,237.9522902494331,135.99917763157896,0.3339461982250213,1.0,0.140225350856781,0.2836731035682184,20.67345821045652,0.5691342949867249,5.656596112561294,0.0,0.505263157894737,1.0,0.6942876525749834,0.7756737080268864,0.5063518615102324,0.6982397707240658,0.7017602292759342,0.30176022927593416,0.6724360098050053,sustain,0.8027575141726295,1264.7560997732426,1026.8038095238094
Oh La La La.MP3,/home/pwn/Music/Musica xioami/Music/80music/Disco De Los 90s - Exitos En Ingles/Oh La La La.MP3,Oh La La La,213.1330612244898,129.19921875,0.3733463585376739,1.0,0.1009333208203315,0.2770793202420601,22.58529640849612,0.4858186542987823,5.147019395759284,0.0,0.46285714285714286,1.0,0.6718058824516492,0.6936665604889279,0.5924394512781389,0.679116869519606,0.720883130480394,0.32088313048039396,0.6836997199053995,sustain,0.8018665797510822,1477.8891609977325,1264.7560997732426
If You Leave Me Now 90s.MP3,/home/pwn/Music/Musica xioami/Music/80music/Disco De Los 90s - Exitos En Ingles/If You Leave Me Now 90s.MP3,If You Leave Me Now 90s,363.2233106575964,129.19921875,0.3977058827877044,1.0,0.0998136922717094,0.2537047485013187,21.65739047855526,0.4700105190277099,5.115310459111753,0.0,0.46285714285714286,1.0,0.5921093375982555,0.6885635811725943,0.6456639233091468,0.6829681785063455,0.7170318214936545,0.3170318214936545,0.6775042206347329,sustain,0.799689803783378,1841.1124716553288,1477.8891609977325
20 Min - Lil Uzi Vert.m4a,/home/pwn/Music/Musica xioami/Music/bass english/20 Min - Lil Uzi Vert.m4a,20 Min   Lil Uzi Vert,220.59972789115648,123.046875,0.4402949810028076,1.0,0.0983970537781715,0.240397262221575,22.76660647945536,0.5759190320968628,4.768818212319169,0.0,0.4244897959183674,1.0,0.5467369265465065,0.6328019267119993,0.7387191999027678,0.6707418305225532,0.7292581694774468,0.3292581694774468,0.6854653777104244,sustain,0.799575958835276,2061.7121995464854,1841.112471655329
Sha La La La.mp3,/home/pwn/Music/Musica xioami/Music/80music/Disco De Los 90s - Exitos En Ingles/Sha La La La.mp3,Sha La La La,213.4204081632653,123.046875,0.4558840990066528,1.0,0.0952374786138534,0.2423771470835169,21.902278260220992,0.4396243691444397,4.268570226438189,0.0,0.4244897959183674,1.0,0.5534874238156943,0.552296069534762,0.77278072617345,0.6577584826878748,0.7422415173121252,0.34224151731212515,0.6930511243658001,sustain,0.7989340676946299,2275.1326077097506,2061.7121995464854
07 Pretty Maids All In A Row.mp3,/home/pwn/Music/Musica xioami/Music/80music/Eagles - Hotel California/07 Pretty Maids All In A Row.mp3,07 Pretty Maids All In A Row,246.09333333333333,99.38401442307692,0.2487280517816543,0.2293081954121589,0.037747323513031,0.1553036872179586,23.62230162062444,0.2133302688598632,1.6091455816221487,0.0,0.27692307692307694,0.10499356866509117,0.25660695145091866,0.1243098173719717,0.32015401932931903,0.18058609209427634,0.7805860920942763,0.8194139079057237,0.19281003846888192,cooldown,,2521.225941043084,2275.1326077097506
Foreigner - Quiero Saber Lo Que Es El Amor.MP3,/home/pwn/Music/Musica xioami/Music/80music/Baladas Oldies - Exitos/Foreigner - Quiero Saber Lo Que Es El Amor.MP3,Foreigner   Quiero Saber Lo Que Es El Amor,294.84408163265306,80.74951171875,0.2629469037055969,0.3300932794809341,0.0339731872081756,0.1860946174304982,22.178937878212466,0.196985512971878,1.3871738504474174,0.0,0.16071428571428573,0.2220355533951911,0.3615898695543647,0.08858748566509562,0.35122157544293964,0.18819789299102682,0.7881978929910268,0.8118021070089732,0.26631095675118815,cooldown,,2816.0700226757367,2521.225941043084
